tube.x,tube.y,sn.x,sn.y,cm.x,cm.y,t
49,67.2,34.4,45.8,27.8,47.8,0:00:01:162
49,67.2,34.4,45.8,27.8,47.8,0:00:01:166
49,67.2,34.4,45.8,27.8,47.8,0:00:01:170
49,67.2,34.4,45.8,27.8,47.8,0:00:01:174
49,67.2,34.4,45.8,27.8,47.8,0:00:01:179
49,67.2,34.4,45.8,27.8,47.8,0:00:01:183
49,67.2,34.4,45.8,27.8,47.8,0:00:01:187
49,67.2,34.4,45.8,27.8,47.8,0:00:01:191
49,67.2,34.4,45.8,27.8,47.8,0:00:01:195
49,67.2,34.4,45.8,27.8,47.8,0:00:01:200
49,67.2,34.4,45.8,27.8,47.8,0:00:01:204
49,67.2,34.4,45.8,27.8,47.8,0:00:01:208
49,67.2,34.4,45.8,27.8,47.8,0:00:01:212
49,67.2,34.4,45.8,27.8,47.8,0:00:01:216
49,67.2,34.4,45.8,27.8,47.8,0:00:01:220
49,67.2,34.4,45.8,27.8,47.8,0:00:01:224
49,67.2,34.4,45.8,27.8,47.8,0:00:01:229
49,67.2,34.4,45.8,27.8,47.8,0:00:01:233
49,67.2,34.4,45.8,27.8,47.8,0:00:01:237
49,67.2,34.4,45.8,27.8,47.8,0:00:01:241
49,67.2,34.4,45.8,27.8,47.8,0:00:01:245
49,67.2,34.4,45.8,27.8,47.8,0:00:01:249
49,67.2,34.4,45.8,27.8,47.8,0:00:01:254
49,67.2,34.4,45.8,27.8,47.8,0:00:01:258
49,67.2,34.4,45.8,27.8,47.8,0:00:01:262
49,67.2,34.4,45.8,27.8,47.8,0:00:01:266
49,67.2,34.4,45.8,27.8,47.8,0:00:01:270
49,67.2,34.4,45.8,27.8,47.8,0:00:01:275
49,67.2,34.4,45.8,27.8,47.8,0:00:01:279
49,67.2,34.4,45.8,27.8,47.8,0:00:01:283
49,67.2,34.4,45.8,27.8,47.8,0:00:01:287
49,67.2,34.4,45.8,27.8,47.8,0:00:01:291
49,67.2,34.4,45.8,27.8,47.8,0:00:01:295
49,67.2,34.4,45.8,27.8,47.8,0:00:01:299
49,67.2,34.4,45.8,27.8,47.8,0:00:01:304
49,67.2,34.4,45.8,27.8,47.8,0:00:01:308
49,67.2,34.4,45.8,27.8,47.8,0:00:01:312
49,67.2,34.4,45.8,27.8,47.8,0:00:01:316
49,67.2,34.4,45.8,27.8,47.8,0:00:01:320
49,67.2,34.4,45.8,27.8,47.8,0:00:01:325
49,67.2,34.4,45.8,27.8,47.8,0:00:01:329
49,67.2,34.4,45.8,27.8,47.8,0:00:01:333
49,67.2,34.4,45.8,27.8,47.8,0:00:01:337
49,67.2,34.4,45.8,27.8,47.8,0:00:01:341
49,67.2,34.4,45.8,27.8,47.8,0:00:01:345
49,67.2,34.4,45.8,27.8,47.8,0:00:01:350
49,67.2,34.4,45.8,27.8,47.8,0:00:01:354
49,67.2,34.4,45.8,27.8,47.8,0:00:01:358
49,67.2,34.4,45.8,27.8,47.8,0:00:01:362
49,67.2,34.4,45.8,27.8,47.8,0:00:01:366
49,67.2,34.4,45.8,27.8,47.8,0:00:01:370
49,67.2,34.4,45.8,27.8,47.8,0:00:01:374
49,67.2,34.4,45.8,27.8,47.8,0:00:01:379
49,67.2,34.4,45.8,27.8,47.8,0:00:01:383
49,67.2,34.4,45.8,27.8,47.8,0:00:01:387
49,67.2,34.4,45.8,27.8,47.8,0:00:01:391
49,67.2,34.4,45.8,27.8,47.8,0:00:01:395
49,67.2,34.4,45.8,27.8,47.8,0:00:01:400
49,67.2,34.4,45.8,27.8,47.8,0:00:01:404
49,67.2,34.4,45.8,27.8,47.8,0:00:01:408
49,67.2,34.4,45.8,27.8,47.8,0:00:01:412
49,67.2,34.4,45.8,27.8,47.8,0:00:01:416
49,67.2,34.4,45.8,27.8,47.8,0:00:01:420
49,67.2,34.4,45.8,27.8,47.8,0:00:01:424
49,67.2,34.4,45.8,27.8,47.8,0:00:01:429
49,67.2,34.4,45.8,27.8,47.8,0:00:01:433
49,67.2,34.4,45.8,27.8,47.8,0:00:01:437
49,67.2,34.4,45.8,27.8,47.8,0:00:01:441
49,67.2,34.4,45.8,27.8,47.8,0:00:01:445
49,67.2,34.4,45.8,27.8,47.8,0:00:01:449
49,67.2,34.4,45.8,27.8,47.8,0:00:01:454
49,67.2,34.4,45.8,27.8,47.8,0:00:01:458
49,67.2,34.4,45.8,27.8,47.8,0:00:01:462
49,67.2,34.4,45.8,27.8,47.8,0:00:01:466
49,67.2,34.4,45.8,27.8,47.8,0:00:01:470
49,67.2,34.4,45.8,27.8,47.8,0:00:01:474
49,67.2,34.4,45.8,27.8,47.8,0:00:01:479
49,67.2,34.4,45.8,27.8,47.8,0:00:01:483
49,67.2,34.4,45.8,27.8,47.8,0:00:01:487
49,67.2,34.4,45.8,27.8,47.8,0:00:01:491
49,67.2,34.4,45.8,27.8,47.8,0:00:01:495
49,67.2,34.4,45.8,27.8,47.8,0:00:01:499
49,67.2,34.4,45.8,27.8,47.8,0:00:01:504
49,67.2,34.4,45.8,27.8,47.8,0:00:01:508
49,67.2,34.4,45.8,27.8,47.8,0:00:01:512
49,67.2,34.4,45.8,27.8,47.8,0:00:01:516
49,67.2,34.4,45.8,27.8,47.8,0:00:01:520
49,67.2,34.4,45.8,27.8,47.8,0:00:01:524
49,67.2,34.4,45.8,27.8,47.8,0:00:01:529
49,67.2,34.4,45.8,27.8,47.8,0:00:01:533
49,67.2,34.4,45.8,27.8,47.8,0:00:01:537
49,67.2,34.4,45.8,27.8,47.8,0:00:01:541
49,67.2,34.4,45.8,27.8,47.8,0:00:01:545
49,67.2,34.4,45.8,27.8,47.8,0:00:01:549
49,67.2,34.4,45.8,27.8,47.8,0:00:01:554
49,67.2,34.4,45.8,27.8,47.8,0:00:01:558
49,67.2,34.4,45.8,27.8,47.8,0:00:01:562
49,67.2,34.4,45.8,27.8,47.8,0:00:01:566
49,67.2,34.4,45.8,27.8,47.8,0:00:01:570
49,67.2,34.4,45.8,27.8,47.8,0:00:01:574
49,67.2,34.4,45.8,27.8,47.8,0:00:01:579
49,67.2,34.4,45.8,27.8,47.8,0:00:01:583
49,67.2,34.4,45.8,27.8,47.8,0:00:01:587
49,67.2,34.4,45.8,27.8,47.8,0:00:01:591
49,67.2,34.4,45.8,27.8,47.8,0:00:01:595
49,67.2,34.4,45.8,27.8,47.8,0:00:01:599
49,67.2,34.4,45.8,27.8,47.8,0:00:01:604
49,67.2,34.4,45.8,27.8,47.8,0:00:01:608
49,67.2,34.4,45.8,27.8,47.8,0:00:01:612
49,67.2,34.4,45.8,27.8,47.8,0:00:01:616
49,67.2,34.4,45.8,27.8,47.8,0:00:01:620
49,67.2,34.4,45.8,27.8,47.8,0:00:01:624
49,67.2,34.4,45.8,27.8,47.8,0:00:01:629
49,67.2,34.4,45.8,27.8,47.8,0:00:01:633
49,67.2,34.4,45.8,27.8,47.8,0:00:01:637
49,67.2,34.4,45.8,27.8,47.8,0:00:01:641
49,67.2,34.4,45.8,27.8,47.8,0:00:01:645
49,67.2,34.4,45.8,27.8,47.8,0:00:01:650
49,67.2,34.4,45.8,27.8,47.8,0:00:01:654
49,67.2,34.4,45.8,27.8,47.8,0:00:01:658
49,67.2,34.4,45.8,27.8,47.8,0:00:01:662
49,67.2,34.4,45.8,27.8,47.8,0:00:01:666
49,67.2,34.4,45.8,27.8,47.8,0:00:01:670
49,67.2,34.4,45.8,27.8,47.8,0:00:01:674
49,67.2,34.4,45.8,27.8,47.8,0:00:01:679
49,67.2,34.4,45.8,27.8,47.8,0:00:01:683
49,67.2,34.4,45.8,27.8,47.8,0:00:01:687
49,67.2,34.4,45.8,27.8,47.8,0:00:01:691
49,67.2,34.4,45.8,27.8,47.8,0:00:01:695
49,67.2,34.4,45.8,27.8,47.8,0:00:01:699
49,67.2,34.4,45.8,27.8,47.8,0:00:01:704
49,67.2,34.4,45.8,27.8,47.8,0:00:01:708
49,67.2,34.4,45.8,27.8,47.8,0:00:01:712
49,67.2,34.4,45.8,27.8,47.8,0:00:01:716
49,67.2,34.4,45.8,27.8,47.8,0:00:01:720
49,67.2,34.4,45.8,27.8,47.8,0:00:01:725
49,67.2,34.4,45.8,27.8,47.8,0:00:01:729
49,67.2,34.4,45.8,27.8,47.8,0:00:01:733
49,67.2,34.4,45.8,27.8,47.8,0:00:01:737
49,67.2,34.4,45.8,27.8,47.8,0:00:01:741
49,67.2,34.4,45.8,27.8,47.8,0:00:01:745
49,67.2,34.4,45.8,27.8,47.8,0:00:01:749
49,67.2,34.4,45.8,27.8,47.8,0:00:01:754
49,67.2,34.4,45.8,27.8,47.8,0:00:01:758
49,67.2,34.4,45.8,27.8,47.8,0:00:01:762
49,67.2,34.4,45.8,27.8,47.8,0:00:01:766
49,67.2,34.4,45.8,27.8,47.8,0:00:01:770
49,67.2,34.4,45.8,27.8,47.8,0:00:01:775
49,67.2,34.4,45.8,27.8,47.8,0:00:01:779
49,67.2,34.4,45.8,27.8,47.8,0:00:01:783
49,67.2,34.4,45.8,27.8,47.8,0:00:01:787
49,67.2,34.4,45.8,27.8,47.8,0:00:01:791
49,67.2,34.4,45.8,27.8,47.8,0:00:01:795
49,67.2,34.4,45.8,27.8,47.8,0:00:01:800
49,67.2,34.4,45.8,27.8,47.8,0:00:01:804
49,67.2,34.4,45.8,27.8,47.8,0:00:01:808
49,67.2,34.4,45.8,27.8,47.8,0:00:01:812
49,67.2,34.4,45.8,27.8,47.8,0:00:01:816
49,67.2,34.4,45.8,27.8,47.8,0:00:01:820
49,67.2,34.4,45.8,27.8,47.8,0:00:01:824
49,67.2,34.4,45.8,27.8,47.8,0:00:01:829
49,67.2,34.4,45.8,27.8,47.8,0:00:01:833
49,67.2,34.4,45.8,27.8,47.8,0:00:01:837
49,67.2,34.4,45.8,27.8,47.8,0:00:01:841
49,67.2,34.4,45.8,27.8,47.8,0:00:01:845
49,67.2,34.4,45.8,27.8,47.8,0:00:01:849
49,67.2,34.4,45.8,27.8,47.8,0:00:01:854
49,67.2,34.4,45.8,27.8,47.8,0:00:01:858
49,67.2,34.4,45.8,27.8,47.8,0:00:01:862
49,67.2,34.4,45.8,27.8,47.8,0:00:01:866
49,67.2,34.4,45.8,27.8,47.8,0:00:01:870
49,67.2,34.4,45.8,27.8,47.8,0:00:01:874
49,67.2,34.4,45.8,27.8,47.8,0:00:01:879
49,67.2,34.4,45.8,27.8,47.8,0:00:01:883
49,67.2,34.4,45.8,27.8,47.8,0:00:01:887
49,67.2,34.4,45.8,27.8,47.8,0:00:01:891
49,67.2,34.4,45.8,27.8,47.8,0:00:01:895
49,67.2,34.4,45.8,27.8,47.8,0:00:01:899
49,67.2,34.4,45.8,27.8,47.8,0:00:01:904
49,67.2,34.4,45.8,27.8,47.8,0:00:01:908
49,67.2,34.4,45.8,27.8,47.8,0:00:01:912
49,67.2,34.4,45.8,27.8,47.8,0:00:01:916
49,67.2,34.4,45.8,27.8,47.8,0:00:01:920
