tube.x,tube.y,sn.x,sn.y,cm.x,cm.y,t
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:137
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:141
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:145
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:150
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:154
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:158
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:162
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:166
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:170
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:175
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:179
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:183
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:187
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:191
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:195
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:199
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:204
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:208
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:212
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:216
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:220
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:225
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:229
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:233
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:237
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:241
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:245
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:249
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:254
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:258
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:262
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:266
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:270
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:274
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:279
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:283
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:287
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:291
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:295
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:300
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:304
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:308
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:312
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:316
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:320
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:324
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:329
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:333
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:337
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:341
46.33,59.75,44.9,32.91,37.03,31.48,0:00:00:345
46.33,59.75,44.9,32.91,37.03,31.48,0:00:00:350
46.33,59.75,44.9,32.91,37.03,31.48,0:00:00:354
46.33,59.75,44.9,32.91,37.03,31.48,0:00:00:358
46.33,59.75,44.9,32.91,37.03,31.48,0:00:00:362
46.33,59.75,44.9,32.74,37.03,31.48,0:00:00:366
46.33,59.75,44.9,32.74,37.03,31.48,0:00:00:370
46.33,59.75,44.9,32.56,37.03,31.48,0:00:00:374
46.33,59.75,44.9,32.74,36.85,31.66,0:00:00:379
46.33,59.75,44.9,32.74,37.03,31.48,0:00:00:383
46.33,59.75,45.08,32.74,36.85,31.66,0:00:00:387
46.33,59.75,45.26,32.74,37.03,31.66,0:00:00:391
46.33,59.75,45.26,32.91,36.85,31.66,0:00:00:395
46.33,59.75,45.26,33.09,36.85,31.66,0:00:00:399
46.33,59.75,45.08,32.91,36.85,31.66,0:00:00:404
46.33,59.75,45.26,32.91,37.03,31.66,0:00:00:408
46.33,59.75,45.08,32.91,36.85,31.66,0:00:00:412
46.33,59.75,45.26,32.74,37.03,31.66,0:00:00:416
46.33,59.75,45.26,32.91,37.03,31.66,0:00:00:420
46.33,59.75,44.72,33.09,37.03,31.66,0:00:00:424
46.33,59.75,44.72,33.09,36.85,31.66,0:00:00:429
46.33,59.75,44.9,32.91,36.85,31.66,0:00:00:433
46.33,59.75,45.08,32.91,36.85,31.66,0:00:00:437
46.33,59.75,45.26,32.91,36.85,31.66,0:00:00:441
46.33,59.75,45.26,33.09,37.03,31.66,0:00:00:445
46.33,59.75,45.26,32.91,37.03,31.66,0:00:00:450
46.33,59.75,45.44,32.91,37.03,31.66,0:00:00:454
46.33,59.75,45.44,32.91,37.03,31.66,0:00:00:458
46.33,59.75,45.62,32.74,37.03,31.66,0:00:00:462
46.33,59.75,45.62,32.74,37.03,31.66,0:00:00:466
46.33,59.75,45.62,32.74,37.03,31.66,0:00:00:470
46.33,59.75,45.44,32.74,37.03,31.66,0:00:00:474
46.33,59.75,45.44,32.91,37.03,31.66,0:00:00:479
46.33,59.75,45.44,32.91,37.03,31.66,0:00:00:483
46.33,59.75,45.44,32.91,37.03,31.66,0:00:00:487
46.33,59.75,45.26,33.09,37.03,31.66,0:00:00:491
46.33,59.75,45.08,33.09,36.85,31.66,0:00:00:495
46.33,59.75,45.08,33.09,37.03,31.66,0:00:00:499
46.33,59.75,44.9,33.27,36.85,31.66,0:00:00:504
46.33,59.75,44.9,33.27,36.85,31.66,0:00:00:508
46.33,59.75,44.9,33.09,36.85,31.66,0:00:00:512
46.33,59.75,44.72,33.27,36.85,31.66,0:00:00:516
46.33,59.75,44.72,33.09,37.03,31.66,0:00:00:520
46.33,59.75,44.72,33.09,37.03,31.66,0:00:00:524
46.33,59.75,44.72,33.27,37.03,31.66,0:00:00:529
46.33,59.75,45.08,33.09,37.03,31.66,0:00:00:533
46.33,59.75,45.26,33.09,37.03,31.66,0:00:00:537
46.33,59.75,45.26,33.09,37.03,31.66,0:00:00:541
46.33,59.75,45.26,33.09,37.03,31.66,0:00:00:545
46.33,59.75,45.26,32.91,37.03,31.66,0:00:00:549
46.33,59.75,45.26,32.91,37.03,31.66,0:00:00:554
46.33,59.75,45.08,33.09,36.85,31.66,0:00:00:558
46.33,59.75,45.08,33.09,37.03,31.66,0:00:00:562
46.33,59.75,45.08,33.09,37.03,31.66,0:00:00:566
46.33,59.75,45.08,32.91,36.85,31.66,0:00:00:570
46.33,59.75,45.08,33.09,36.85,31.66,0:00:00:574
46.33,59.75,45.08,33.09,36.85,31.66,0:00:00:579
46.33,59.75,45.08,32.91,36.85,31.66,0:00:00:583
46.33,59.75,45.08,32.91,36.67,31.66,0:00:00:587
46.33,59.75,45.26,32.74,36.85,31.48,0:00:00:591
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:595
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:600
46.33,59.75,44.9,33.09,37.03,31.48,0:00:00:604
46.33,59.75,44.9,33.09,36.85,31.48,0:00:00:608
46.33,59.75,44.9,32.91,37.03,31.48,0:00:00:612
46.33,59.75,45.08,32.91,37.03,31.48,0:00:00:616
46.33,59.75,45.08,32.91,36.85,31.48,0:00:00:620
46.33,59.75,45.08,33.09,37.03,31.3,0:00:00:624
46.33,59.75,45.08,33.09,37.03,31.3,0:00:00:629
46.33,59.75,45.08,33.09,36.85,31.3,0:00:00:633
46.33,59.75,45.08,33.09,36.67,31.3,0:00:00:637
46.33,59.75,44.9,33.09,36.85,31.3,0:00:00:641
46.33,59.75,44.9,32.74,37.03,31.3,0:00:00:645
46.33,59.75,45.08,32.91,37.03,31.3,0:00:00:649
46.33,59.75,45.08,32.74,37.03,31.3,0:00:00:654
46.33,59.75,45.08,32.56,37.03,31.3,0:00:00:658
46.33,59.75,44.9,32.74,37.03,31.13,0:00:00:662
46.33,59.75,44.9,32.74,36.67,31.13,0:00:00:666
46.33,59.75,44.9,32.91,36.67,31.48,0:00:00:670
46.33,59.75,44.9,32.91,36.49,31.3,0:00:00:675
46.33,59.75,45.26,33.81,36.85,31.3,0:00:00:679
46.33,59.75,45.08,34.35,36.67,31.13,0:00:00:683
46.33,59.75,44.9,34.52,37.03,31.48,0:00:00:687
46.33,59.75,44.54,35.06,37.21,30.95,0:00:00:691
46.33,59.75,44.18,35.42,37.57,30.59,0:00:00:695
46.33,59.75,44.01,35.6,37.74,30.41,0:00:00:700
46.33,59.75,43.65,35.96,38.28,30.23,0:00:00:704
46.33,59.75,43.29,36.31,38.46,30.05,0:00:00:708
46.33,59.75,42.22,37.21,38.46,30.23,0:00:00:712
46.33,59.75,41.68,37.57,38.64,30.23,0:00:00:716
46.33,59.75,41.32,37.74,39.18,30.41,0:00:00:720
46.33,59.75,41.14,37.92,39.35,30.77,0:00:00:724
46.33,59.75,40.79,37.92,39.35,31.3,0:00:00:729
46.33,59.75,39.89,37.92,39.35,31.3,0:00:00:733
46.33,59.75,38.82,38.1,39.18,31.48,0:00:00:737
46.33,59.75,38.1,38.1,39.18,31.48,0:00:00:741
46.33,59.75,37.74,38.1,39.35,31.66,0:00:00:745
46.33,59.75,36.85,38.1,39.35,32.02,0:00:00:749
46.33,59.75,36.49,38.1,39.35,32.2,0:00:00:754
46.33,59.75,36.13,37.92,39.53,32.56,0:00:00:758
46.33,59.75,35.24,37.74,39.53,32.74,0:00:00:762
46.33,59.75,35.06,37.74,39.53,32.91,0:00:00:766
46.33,59.75,34.88,37.74,39.53,33.09,0:00:00:770
46.33,59.75,34.52,37.74,39.53,33.45,0:00:00:774
46.33,59.75,34.35,37.74,39.35,33.81,0:00:00:779
46.33,59.75,33.99,37.74,39.35,33.81,0:00:00:783
46.33,59.75,33.63,37.74,39,33.99,0:00:00:787
46.33,59.75,33.45,37.74,38.82,33.99,0:00:00:791
46.33,59.75,33.27,37.92,38.64,34.17,0:00:00:795
46.33,59.75,33.09,37.92,38.46,34.17,0:00:00:799
46.33,59.75,32.91,38.1,38.28,34.17,0:00:00:804
46.33,59.75,32.74,38.1,38.1,34.35,0:00:00:808
46.33,59.75,32.56,38.28,37.92,34.35,0:00:00:812
46.33,59.75,32.2,38.46,37.57,34.17,0:00:00:816
46.33,59.75,32.02,38.64,37.21,34.35,0:00:00:820
46.33,59.75,31.84,38.82,37.03,34.52,0:00:00:825
46.33,59.75,31.66,39,36.85,34.52,0:00:00:829
46.33,59.75,31.48,39.18,36.49,34.7,0:00:00:833
46.33,59.75,31.3,39.53,36.31,34.7,0:00:00:837
46.33,59.75,31.13,39.53,35.78,35.06,0:00:00:841
46.33,59.75,30.77,39.89,35.78,35.06,0:00:00:845
46.33,59.75,30.41,40.07,35.42,35.24,0:00:00:849
46.33,59.75,30.41,40.07,35.06,35.42,0:00:00:854
46.33,59.75,30.23,40.43,35.06,35.42,0:00:00:858
46.33,59.75,30.05,40.61,34.88,35.6,0:00:00:862
46.33,59.75,29.87,40.61,34.52,35.96,0:00:00:866
46.33,59.75,29.87,40.79,34.35,36.13,0:00:00:870
46.33,59.75,29.69,40.96,33.99,36.49,0:00:00:874
46.33,59.75,29.52,41.14,33.81,36.49,0:00:00:879
46.33,59.75,29.34,41.5,33.45,36.67,0:00:00:883
46.33,59.75,29.34,41.68,33.27,36.85,0:00:00:887
46.33,59.75,29.16,41.86,32.91,37.21,0:00:00:891
46.33,59.75,28.98,42.04,32.91,37.21,0:00:00:895
46.33,59.75,28.8,42.04,32.74,37.57,0:00:00:900
46.33,59.75,28.8,42.93,32.38,37.92,0:00:00:904
46.33,59.75,28.62,43.11,32.38,37.92,0:00:00:908
46.33,59.75,28.44,43.11,32.2,38.28,0:00:00:912
46.33,59.75,28.26,43.11,32.02,38.46,0:00:00:916
46.33,59.75,28.09,43.29,32.02,38.46,0:00:00:920
46.33,59.75,28.26,44.01,31.66,39,0:00:00:924
